,,,,,,,,,
Pre-hit context,Hit string,Post-hit context,File name,Transcript ID,Speaker ID,Speaker gender,Speaker role,Speaker native speaker status,
", and keep it this way then you have to point out, see the, just the graph, makes it look a lot more",like,"the second example than the first example. so you have to point out that, the thing on the bottom is", Artificial Intelligence Research Group Meeting ,MTG270SG049,S2,M,SG,NS,
 i i that's one way i think the media definitely influences how you perceive  other people,like,    so h- , Intro to American Politics Discussion Section ,DIS495JU119,S14,M,JU,NS,
"tutions, and you know you tell 'em what you're doing i i i honestly believe that, i honestly believe",like,", if i met someone, from a institution and i knew like, i knew their capabilities, or like someone i", Astronomy Peer Tutorial ,OFC150MU042,S3,M,SU,NRN,
"ublic. it allows you to say i'm gonna beat you up, but you don't have a language that says i'm gonna",like,"beat you up. or oh i sure am happy you're here friend, when you can't say, gee, i'm so happy you're ", Intro Psychology Lecture ,LEL500JU034,S1,M,SF,NS,
"h. i i put in the extra operator like what i used in the U-C POP planner software, and you_ it looks",like,"you took a point off for using the extra operator and, and i was confused on that because the instru", Computer Science Office Hours ,OFC270MG048,S5,M,SG,NS,
"  it doesn't_ i don't_ like, maybe it would help to know like what kind of",like,"diseases that it causes  or  like, you know like something like that ", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"nnotation and often i wonder if that's like, kind of something that people have generated to kind of",like,"hush the feminist movement, you know to_ so like make it seem bad so people don't declare it as much", Women in Science Conference Panel ,COL999MX040,S10,F,JG,NS,
   i'll j- i'll just  let her,like,", forget for a couple more weeks maybe.    ", Media Union Service Encounters ,SVC999MX104,S52,M,SU,NS,
"s?   didn't, she give us a rule",like,"that she gave us, through example.   ", Math Study Group ,SGR385SU057,S3,F,SU,NS,
 boring and it repeats itself.  and they don't even know if the stuff is true anyway (it's,like,i don't know)     , Media Union Service Encounters ,SVC999MX104,S48,F,JU,NS,
" when i went, uh, to Italy i, i knew that i just sounded kind of, awkward i just didn't really sound",like,"a native speaker because i was missing some of those little like, key words that kind of lead you in", Second Language Acquisition Student Presentations ,STP355SU010,S7,F,SU,NS,
"  not really um, if, if you, lemme lemme put it",like,"this, you have a s- you have the sun, okay? or sort some sort of star. and, you uh, you have_ i mean", Astronomy Peer Tutorial ,OFC150MU042,S3,M,SU,NRN,
"like to me there's no regulation for that, for that one. that is actually the regulator for these so",like,it's always gonna be there.   i, Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
s? i grabbed the wrong book. anyway i'll bring the right one up. but there's a book that looks a lot,like,"this one,  very much like this one as a matter of fact in the l", Biology of Birds Discussion Section ,DIS175SU027,S1,F,SF,NS,
"   this is blue, this is white.  okay? okay so then",like,", and this plasmid right here has ampicillin resistance. okay, so like, you put it into you inject i", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"  unless  they offer me, lots of money. so, uh, i like that. and then uh, then i picked",like,"six. Michigan, Wisconsin, Duke, and stuff. and uh Ohio State actually. everybody wanted to kill me w",Graduate Student Research Interview 2,INT425JG002,S1,M,JG,NNS,
" even trying to think, if it's self-evident, you cannot even try to find, you can't esc- it's almost",like,"you can't find evidence that, does not, you know if i tried to, if i tried to find other evidence to", Objectivism Student Group ,SGR999MX115,S1,M,SG,NS,
   cuz like  in here he said even if like they ha- have it in,like,"the state prison or whatever his body would still be out there and like, if it was still transmittin", First Year Philosophy Seminar ,SEM475JU084,S10,F,JU,NS,
"tually like i can't think of anything specifically right now but, people with like bad home lives or",like,", are being raised by single parents  in movies  they always have the kids, be ", American Family Group Project Meeting ,SGR565SU144,S5,F,SU,NS,
"  hydrogen is? it means that um,",like,"it's, on the carbon that's attached to the carbon that's attached to the leaving group.  ", Organic Chemistry Study Group ,SGR200JU125,S4,M,JU,NS,
"n  almost kind of, compared to like you know an R rated version",like,"the, it describes the camps and things like that you know.   ", Perspectives on the Holocaust Lecture ,LEL542SU096,S9,M,SU,NS,
", uh that it seems red and you know it's not a regular old apple that you're looking at or something",like,that so it's can be_ that that would be a no. and you can tell the di- that you_ you- you're tempted, Graduate Philosophy Seminar ,SEM475MX041,S1,M,SF,NS,
" such a bad  student about that. and, i already know, like i know what i'm doing and i've",like,started research i've just been bad. i don't know what my thing is. i just you know.   , Graduate Public Policy Seminar ,SEM340JG072,S2,F,JG,NS,
lected but_ so she was she's the whole thing with her she doesn't understand what she has to do. and,like,"she's like all c- she's kind of like,  w- what k-    ", Senior Thesis Study Group ,SGR999SU146,S1,F,SU,NS,
wanna know that you're_ they wanna feel like comfortable with you that you're a good match that they,like,"you and that you're a good student so you wanna have good grades more than, you know any parti- ther", Academic Advising ,ADV700JU047,S5,F,JU,NS,
  Hoop- my last name's Hooper and see they're,like,"okay Hooperstein, like, the people who were s- who were, prejudiced or who'd use this, this term. wh", Multicultural Issues in Education Student Presentations ,STP285SU013,S8,M,SU,NS,
"ou need to pay attention to, and, when you look at it the first time it may be a little, it may look",like,"you have to, go through a lot of work but i strongly suggest that once you set up, some sort of a fo", Hydraulics Problem Solving Lab ,LAB205SU045,S1,M,SG,NRN,
"arrow?   it has arrows, and ha-",like,"it has a dot with two arrows. it has a galaxy, a circle with a dot in it, it's really cool.   ", Astronomy Peer Tutorial ,OFC150MU042,S1,F,SU,NS,
" more common between um, an Indian person, and a white, person rather, than the other way or, i mean",like,", if an Indian, person was to marry a black, like have a black husband or wife i don't think, that w", Anthropology of American Cities Office Hours ,OFC115SU060,S6,F,SU,NS,
"es out of it. um, you know and like i say i i don't think that, uh you know methamphetamines like i,",like,"i was pointing out are the second, uh most stringent mandatory minimum sentencing, that's currently ", Graduate Public Policy Seminar ,SEM340JG072,S4,M,JG,NS,
 H-two-S-O-four two drops   i,like,pretty (xx)   this is just so, Chemistry Lab ,LAB200JU018,SU-m,M,UN,NS,
"ny, anything from your department with you or, cuz typically how it is is, um, usually if you're not",like,registered for a class after a certain day your ac- library account expires.   , Media Union Service Encounters ,SVC999MX104,S52,M,SU,NS,
"  yeah that that's not_ confound is like,",like,what  what else besides  the name change like besides the boy or girl name what, Cognitive Psychology Research Lab ,LAB500SU089,S11,F,SU,NS,
"   yeah,  like do they, not get a thank you letter from you and then they're",like,"oh, mhm.  no offer for you.    ", Chemical Engineering Group Project Meeting ,SGR195SU127,S3,F,SU,NS,
" a lot and i think a lot of it's useful, um... (xx) what what i'd learned from consulting. um... i'd",like,"to, not necessarily restoration but just looking at sort of big picture,  um,  ",Graduate Student Research Interview 1,INT425JG001,S2,M,JG,NS,
"  too sort of.  cuz like her ideals are so not easily applicable to something like that,",like,"just because you're taking away the problem of pornography which might, help solve violence against "," Sex, Gender, and the Body Lecture ",LES565SU137,S9,F,JU,NS,
   they handle little situations like that   like just the daily routines,like,"they don't,   take the costumes", American Family Group Project Meeting ,SGR565SU144,S2,F,SU,NS,
"  these lectures are really hard, i think... okay. um the categories are",like,", rules  of the understanding. and here's here's kind of the analogy is yo", Philosophy Discussion Section ,DIS475MU012,S1,F,SG,NS,
"inist science meant that, you didn't actually have to do science that you could say oh well i i feel",like,"you know the atoms, interact in this way and therefore that's the way it is and  ", Women in Science Conference Panel ,COL999MX040,S4,F,UN,NS,
"ring them and not, caring to get to know them. but i think it's just like cuz there's also safety in",like,", knowing what you're used to, you know, like used to your type of people cuz you're you're comforta", Intro to American Politics Discussion Section ,DIS495JU119,S8,F,JU,NS,
"   it's so  weird because,",like,i sent out a ton of emails on Wednesday. and i'm like going to everybody in my house and i'm like yo, American Family Group Project Meeting ,SGR565SU144,S4,F,SU,NS,
  but then you can begin to_ and you know so you say okay that's weird and then you're,like,why is that weird? (that's) strange then you sorta start doing description and then you're like huh , Academic Advising ,ADV700JU047,S2,F,ST,NS,
"ink that if you practice good eating habits as well as like, maintain um or exercise once in a while",like,"once or twice a week they say is even good enough. um then you can reduce your, risks of becoming ob", Teaching Biochemistry Student Presentations ,STP175SU141,S18,F,SU,NRN,
"   but, did you t- you said it had",like,a longer beak too though.   o, Biology of Birds Field Lab ,LAB175SU026,SU-f,F,SU,NS,
   is  fingerprinting is that,like,what southern blotting is?   so, Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
"press their sexuality but, you know so i just think that's a really, i i think it's a really odd, m-",like,"merger of power  like  i don't, i don't understand it at all because i think th"," Sex, Gender, and the Body Lecture ",LES565SU137,S14,F,JU,NS,
"a very critical, value if you will and i think, it is indeed an American value to have institutions,",like,"ours institutions like the military that i have been spending, so much time with of late, institutio", Provost Public Lecture ,COL999MX036,S2,F,SF,NS,
"aying that they picked the wrong statute. um, it was remarkable i said, well o- okay. what would you",like,to talk about now...? yes?   um, History Review Discussion Section ,DIS315JU101,S1,M,SF,NS,
es this thing.  this  virus right? and that's how the virus grows. another case,like,"what it could happen is that the cell, this like viral D-N-A can like insert inself itself into the ", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"  um i wa- i definitely think though that, um i'm not, i don't know",like,"how far we've come but, a lotta people have this notion that it should either happen overnight, or t", Intro Anthropology Discussion Section ,DIS115JU087,S14,F,JU,NS,
" is like trying to say, but i don't necessarily, like you know i'll be like i'll read a book i'll be",like,oh okay like you know the Grapes of Wrath like i understood you know the whole (biplane everything_), Academic Advising ,ADV700JU047,S4,M,JU,NS,
fine i think. i'm a little bit i mean it's the owners  i'm  more nervous about.,like,"i mean they're really, when they get really busy and like, i don't know. we'll see.   ", Senior Thesis Study Group ,SGR999SU146,S3,F,SU,NS,
"stion as to whether external fa- forces, can play a role, in structural change. because, linguistics",like,"any other intellectual discipline has its fad. at one point, uh this type of explanation was very mu", Historical Linguistics Lecture ,LES355SU009,S1,M,SF,NS,
"  yeah. i'm excited now. i think the day after i get there though i have to take a test, to,",like,placement exams   wait so you d, Anthropology of American Cities Office Hours ,OFC115SU060,S6,F,SU,NS,
"hits home, which is grades right? if you think about money in the workplace, grades is a little bit,",like,"the equivalent of that, for students in a university, and here are two points of view about the effe", Behavior Theory Management Lecture ,LEL185SU066,S1,M,JF,NS,
   i think they co-  try to come up with,like,they know they wanna split you somehow   , First Year Philosophy Seminar ,SEM475JU084,S3,M,JU,NS,
   i think she meant the X-axis...,like,centered in on the X-axis.  but because    , Math Study Group ,SGR385SU057,S3,F,SU,NS,
"sure the, members of the committee have, seen most of the set of equations in the thesis so i i feel",like,it would take me an hour just to go through those so instead i'm going to summarize and give an exam, Artificial Intelligence Dissertation Defense ,DEF270SF061,S1,F,SG,NS,
"wo summers ago so, it was summer of ninety-seven that i, we finished it, and then they submitted it,",like,"a couple months after that and then, (xx) and so they submitted it in October and so that like, we- ", Astronomy Peer Tutorial ,OFC150MU042,S7,M,SU,NS,
"  also on page one ninety-eight um, one ninety-eight, like the first full paragraph that talks about",like,", por- pornography is not imagery it's the reality that's kind of another argument for um, i can't r"," Sex, Gender, and the Body Lecture ",LES565SU137,S9,F,JU,NS,
" take over. currents, tidal flushing in and out, longshore currents, wave generated currents, things",like,"that, will then take that sediment that's delivered by the rivers, and move it around a little bit. ", Intro Oceanography Lecture ,LEL305JU092,S1,M,SF,NS,
"ole athleticism thing, same idea but i think that she would think of it more like progressively, and",like,a long-term goal.   okay. um al," Sex, Gender, and the Body Lecture ",LES565SU137,S9,F,JU,NS,
"m hiding in the wood shed and took him alive. narrator. the others all rush up, bolstered in spirits",like,a flower touched with dew. Yuranosuke. nobly done. a tremendous feat. but we mustn't kill him hastil, Japanese Literature Lecture ,LEL140SU074,S1,M,JF,NS,
"  um, i, don't know if i wanna sp- like i wanna experience",like,"you know, cultures and and the world and and  everything and  and business woul", Honors Advising ,ADV700JU023,S2,F,JU,NS,
   oh how much can that cost ,like,fifty cents?    , Objectivism Student Group ,SGR999MX115,S3,M,SG,NS,
"about_ will look at a canvas and talk about well it needs something, just_ or what does it need just",like,"when you're cooking, you you taste your_ the soup that you're making and you s- you say to yourself ", Literature and Social Change Lecture ,LEL300SU020,S1,M,SF,NS,
"   but  topics, um,",like,"um, river flow, um, um, transport of s- or sediments, um,   ", Natural Resources Research Group Meeting ,MTG425JG004,S3,M,JG,NS,
"d down by a bad, summer and then it may go into exponential growth and so, you end up with a pattern",like,"this, rather than what we see with the logistic, where it stabilizes around some, carrying capacity.", General Ecology Lecture ,LEL175JU112,S1,F,SF,NS,
  but we're  detecting it with that in L-P-S as well as L-P-S plus I-L-four. it's not,like,"we're not detecting that at all, we're detecting it, as no, regulation anymore it's expressed in bot", Immunology Lab Meeting ,MTG400MX008,S4,F,SG,NS,
"ot  really like that cuz it's more like, (then again) it is kinda like that. cuz, uh it's",like,", weird it's like cuz this is bigger, and that's gonna be a lot smaller so it's something weird like", Astronomy Peer Tutorial ,OFC150MU042,S1,F,SU,NS,
"?  well we know the distribution of X, right? normal. one-E. so this is X. doesn't really look",like,"this, it's really a straight line down here. it's just cuz i can't draw straight. okay? so we wanna ", Intro Statistics Lab ,LAB575JU095,S1,M,SG,NS,
  yeah   sometimes  she's like i l- i thought she used to be,like,i love that job.   she's on and, Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
"     i thought,",like,they were     , Biochemistry Study Group ,SGR175SU123,S3,M,SU,NS,
"Gamelon, is the discussion of  ",like,innovation versus tradition or  something (like that)    , History Review Discussion Section ,DIS315JU101,S2,F,JU,NS,
 was a big one.   well n- so so,like,for the_ you got my email about the noisy-or? okay.   , Computer Science Office Hours ,OFC270MG048,S2,F,SG,NS,
"he entire region, therefore like they might be like_ they might_ one district might be more prone to",like,", share their ideas because if someone's slacking in their district then, they're gonna actually be ", Behavior Theory Management Lecture ,LEL185SU066,S3,M,SU,NS,
"  oh, it might have been a  (xx)  i mean if it was if,",like,", cuz you know in a geosynchronous orbit (xx) always (xx) so if they were (xx) then they could see, ", Astronomy Peer Tutorial ,OFC150MU042,S1,F,SU,NS,
"o like, how would, if by mitosis, which kind of cells like wouldn't be the diploid cuz you know how,",like,"how could it be a diploid anyhow, for mitosis?   ", Intro Biology Discussion Section ,DIS175JU081,S2,F,JU,NS,
er we'd want as something that has more what what Ken was suggesting... anything else that you would,like,to offer you have any questions or concerns about that particular essay? yes?   , History Review Discussion Section ,DIS315JU101,S1,M,SF,NS,
"  well i don't know what i gathered from (it) was maybe like um, with",like,"Viagra  people are  using that now but like, you have to fix this problem but  "," Sex, Gender, and the Body Lecture ",LES565SU137,S19,F,JU,NS,
  oh it looks,like,"the surface_  oh you mean this this, part is the same as what the (equation) you had_ you", Heat and Mass Transfer Office Hours ,OFC195SU116,S1,M,JG,NRN,
"  yeah, i can't figure that out. (xx) face. it's his face he looks",like,a monkey like he's looking up and (xx)   , Visual Sources Lecture ,LES320SU085,SU-f,F,UN,NS,
"ll, values the environment's really important so then you look at it in in politics for, who's like,",like,"who's, who strives to, help e- the environment. so that's how it might affect you in   ", Intro to American Politics Discussion Section ,DIS495JU119,S5,M,JU,NS,
"sion sections lectures labs, we have a couple of dissertation defenses, um we're trying to, capture,",like,"a wide range we have sort of a representative sample of, different_ the amount of different speech e", Biology of Birds Field Lab ,LAB175SU026,R1,F,SU,NS,
"ther one is... um, uh, if in in this ca- in this case, um suppose that the the the evidence is given",like,"this in this place, this uh this one and this one are ind- ah dependent  to each other (th", Computer Science Office Hours ,OFC270MG048,S6,F,JG,NNS,
  sorry.  ,like,",  um  i got this picture and this is um the picture of the guy, the um school ", Ethics Issues in Journalism Lecture ,LES220SU140,S13,F,SU,NS,
ll  the  research time i do on my own  for,like,the other parts of it that (were)    , Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
"rospect i think he's thinking about a lot of things that he, may not have had to think about before,",like,"in his solitude and in his um i i still feel that he's, to a certain extent, tired or a little bit, ", American Literature Lecture ,LES300SU103,S10,F,SU,NS,
"  or like, some people were talking about",like,", you take the first part of orgo and then during the spring, or summer term  or whatever ", Academic Advising ,ADV700JU047,S6,F,JU,NS,
"r, what this might suggest is, uplift was indeed occurring here during the basin sedimentation, just",like,"it was to the north and south of it... alternatively because we have, an elevation estimate, for the", Fossil Plants Defense ,DEF305MX131,S2,F,SG,NS,
"oism how how how much Zen Buddhism derives, from Taoism? kind of like if you have to a- it's sort of",like,"they say how much does, it cost to buy and maintain a yacht if you have to ask you can't afford it. ", Literature and Social Change Lecture ,LEL300SU020,S1,M,SF,NS,
"ast most other universities, uh, that are you know the same tier as Michigan, are the same way. it's",like,"ooh this is not good to hear, but that's what he told me and as someone who's been President and, uh", Women in Science Conference Panel ,COL999MX040,S8,F,RE,NS,
"um male dominance and the, objectification of women. but what if we were to get in it, you know, and",like,"ruffle things up, and like so i guess like now i'm more on the, which we don't read any of her but m"," Sex, Gender, and the Body Lecture ",LES565SU137,S14,F,JU,NS,
"  he said that uh, it created even further social distance between,",like,"the worker and the people with the money, and that's oftentimes what the cause of war is, it's dissa", Principles in Sociology Lecture ,LEL565SU064,S13,F,SU,NS,
"you gonna see that on a like  as a  big dark band on like, you know what i mean",like,some gel  that's  white and clear? like that's stupid right? like you  , Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
   like at the end of each,like,at the end of  each week just do all the homework from the week?   , Academic Advising ,ADV700JU047,S4,M,JU,NS,
"w what i'm saying? like, cuz in order d- do you see  like it's a  big big cycle",like,", they just want you know that there're transcription factors affect like the expression of a gene. ", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"five percent um, Asian you know (and that) maybe like, black wasn't that represented there was still",like,maybe ten percent. and then you had whites but you had whites of all different religions you had Jew, Intro to American Politics Discussion Section ,DIS495JU119,S13,F,JU,NS,
"  so, to go about finding the location you would look at the energy grade line and subtract off,",like,"V-squared,  over    ", Hydraulics Problem Solving Lab ,LAB205SU045,S6,F,SU,NS,
  yes.    kind of,like,memory. okay.     , Nursing Student Presentations ,STP450SG128,S7,F,SG,NS,
"ing turned away cuz polls close too early cuz they can't accommodate, the amount of people and stuff",like,"that, but, yeah.  i think the  right like, the actual rights are there but, the", Black Media Student Presentations ,STP095SU139,S8,M,UN,NS,
  i think that a concrete example of this,like,"goal displacement thing is that, like you look at someone's G-P-A, the concept of a G-P-A presuppose", Behavior Theory Management Lecture ,LEL185SU066,S36,M,SU,NS,
"doesn't set us apart. it doesn't conform, i mean there- we're very anthropocentric, which is sort of",like,"ethnocentrism applied to species. but not only are we just anthropocentric, we're also incredibly ty", Race and Human Evolution Lecture ,LEL115SU107,S1,F,JF,NS,
"vel mkay? so you wanna set up hypotheses, and H-one is the one that will gear what your region looks",like,", overall okay?   mm um when is", Statistics Office Hours ,OFC575MU046,S1,F,JF,NS,
     yeah ,like,"it just, it's not  hard,    ", Chemical Engineering Group Project Meeting ,SGR195SU127,S3,F,SU,NS,
"me of the C-Ds that you guys might have and, like some of the lyrics that they (xx.) and how they're",like,"sexually degrading, um the women. um, in the (Childress) reading, Paul Marshall says that the Negro ", Black Media Student Presentations ,STP095SU139,S2,F,SU,NS,
re against the parking garage it's mainly um services that do not need as much natural lights things,like,"laboratories shops, the dark room, and there's also some oa- some classrooms um for projection... th", Architecture Critiques ,STP125JG050,S13,F,JG,NS,
"ually um, one discussing, uh one o- actually one of 'em's called Ethnic Notions and it's discussing,",like,"the history of um, black entertainment and how they were portrayed, in films. like the minstrelsy th", Black Media Student Presentations ,STP095SU139,S12,F,UN,NS,
" working with her so w- we didn't feel like we were just bombarding her and just using her and just,",like,"sucking everything from her, she felt that it was an even exchange we were giving and taking and she", Community Change Student Presentations ,STP560JG118,S13,F,JG,NS,
   no that's quite alright. i'm,like,trying to figure out what the heck    , Math Study Group ,SGR385SU057,S3,F,SU,NS,
  when you say plasmid like when you're looking at the plas- does that mean that,like,", those colonies that are colored whatever are they those, cells? what are they? they're like coloni", Intro Biology Study Group ,SGR175MU126,S5,F,JU,NS,
g you know in the in the sort of layman's approach to art well it's a picture of a barn or something,like,"that. abstract meaning, (what) the things that i've just talked about more or less. uh pure design, ", Literature and Social Change Lecture ,LEL300SU020,S1,M,SF,NS,
"and then we spin them spin, spin, with the B-two-twenty, and uh, P-N-A, so then we got, a population",like,"this, here here so then we sort, the B-two-twenty positive, and the P-N-A low cells versus... B-two-", Immunology Lab Meeting ,MTG400MX008,S1,M,JF,NNS,
" it as one time moving now, see what i'm saying? like you have just... the population growth is just",like,", when they calculate, they calculate over years right? but, for this, uh for this part, it just lik", Economics Discussion Section ,DIS280SU058,S1,F,SG,NNS,
nk my junior and senior year i'd when someone said oh that's so Jewish i started defending this. i'm,like,"shut up i'm Jewish. and that was my way of doing it and, so i got called Hooperstein for like, a yea", Multicultural Issues in Education Student Presentations ,STP285SU013,S8,M,SU,NS,
eah   i heard they were up for,like,", by a lot actually.   yeah, ", Cognitive Psychology Research Lab ,LAB500SU089,S11,F,SU,NS,
"  cuz there is i don't know, i may sound",like,"an advertising, but there is a   there  is a um an ", Forum for International Educators Meeting ,MTG999ST015,S4,F,ST,NRN,
at. they weren't getting anything out of it. and most_ (the whole idea behind) (xx) capitalism ever-,like,"the upper class pretty much benefit, because of what their resources were at the the lower_ not low ", Principles in Sociology Lecture ,LEL565SU064,S8,M,SU,NS,
"t's connecting in some sense religion and politics. um, and saying uh, you know, last time i checked",like,", God wasn't black or white and  neither you know Jesus  wasn't, um  ", Anthropology of American Cities Office Hours ,OFC115SU060,S2,F,SG,NS,
"  fine...   oh because,",like,"when i take a delta-T, of uh, when i have a like, this delta-T, is that from ninety-eight, not to se", Heat and Mass Transfer Office Hours ,OFC195SU116,S15,M,SU,NS,
", uh um, a kind of mechanized woman robot woman, at a certain point, who um, is made to be very much",like,"this beautiful woman, that we see, um and so there's not only this fear of having a mechanized life,", Graduate French Cinema Seminar ,SEM545MG083,S3,F,JF,NS,
  right. right. yeah. and the Ma- the Master's project does sound,like,"it was, pretty appealing to you, and th- that it still is, that the, um, that it really fits your ow",Graduate Student Research Interview 2,INT425JG002,S2,F,JF,NS,
   um it's,like,", forty or fifty base pairs max. you can't tell it when you're running on agarous and blot it, you c", Immunology Lab Meeting ,MTG400MX008,S4,F,SG,NS,
hey're not from from the Southwest they actually came from the north. um and they've been around for,like,", um... thousands of years some people say um and it's extremely controversial uh in terms of that b", Bilingualism Student Presentations ,STP355MG011,S5,F,SG,NRN,
"f Poe-esque ending you know and you get that with the rat, and they he just sort of has this sort of",like," disingenius  sort of, i don't know   ", Graduate French Cinema Seminar ,SEM545MG083,S1,F,JG,NS,
"changes like really quick like to her point of view when she says she's gonna act charming, and then",like,"she won't like speak to him again is that like, is that just our imagination- or is that like  ", American Literature Lecture ,LES300SU103,S5,F,JU,NS,
"   well, you know (say- say-)  actually",like,"(xx) has been like saying we've published like (forever) you know like, like we've got an abstract a", Astronomy Peer Tutorial ,OFC150MU042,SU-m,M,UN,NS,
" to get that? or like, like you want it to be someone who like has a lot of talent and is",like,maybe very ambiti- you know like what  are the  qualities you look for in someo, Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
" understand what it is, okay? so, what a Marxist would say is the, cumulative effect, of all of this",like,"pseudo-individuation, the same stuff, over and over and over and over okay? is that your imagination", Intro Communication Lecture ,LEL220JU071,S2,F,SF,NS,
"   okay,  i i would suggest to you, that there are some more",like,"unwed mothers, and early childhood or early parenthood or whatever it was, that there some others to", Graduate Online Search and Database Lecture ,LES335JG065,S1,F,SF,NS,
"d then, i did a practicum, i did the_ i wrote a thesis... and, and then i graduated after ",like," (seven years.) um... that's why and, its (still) (you find a) agronomic engineering thin",Graduate Student Research Interview 2,INT425JG002,S1,M,JG,NNS,
"the second was Strong Enough to be My Man which, will really be more, as far as we're gonna get more",like,"um, Thursday's lecture, but i hope to be able to find another content related theme, music by Thursd", Intro Psychology Lecture ,LEL500JU034,S1,M,SF,NS,
"  maternal  effect genes, this is the  okay they affect  the orien-",like,the polarity of the cell and the polarity of the cell tells you where the head or the anterior or th, Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
", you know, but at the same time it's probably not representative and it, it also is, accessible and",like,"you were s- like you were you were saying it's like a, a a way that people can approach the Holocaus", Perspectives on the Holocaust Lecture ,LEL542SU096,S9,M,SU,NS,
"now i'm gonna bring them down down down i'm like, but, it was so melodramatic to me that it was just",like,"no he's just,  he's, he's (not, he's just)    ", American Literature Lecture ,LES300SU103,S5,F,JU,NS,
"  that's true. also just the material's different too. so, each",like,different material is probably better  suited to be  taught different ways.  , Cognitive Psychology Research Lab ,LAB500SU089,S5,M,SU,NS,
"exam anyway. so, um   most time",like,"i don't understand like the questions on the,   ", Intro Biology Study Group ,SGR175MU126,S2,M,SU,NS,
u see the terms  no  matter what or irregardless of the other genes or anything,like,"that that is a clue that that's epistasis. and epistasis means that, the expression of a gene can be", Intro Biology Exam Review ,OFC175JU145,S1,F,JG,NS,
    and i was ,like,   , English Composition Seminar ,SEM300MU100,S2,F,JU,NS,
. so therefore the D-N-A couldn't reproduce and couldn't ex- like be encapsulated in the protein and,like,"explode out. do you know what i mean cuz like, do you see what i_ remember like, um the step before ", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
i only got the pink ones.   i,like,the pink ones.   well you can h, Freshman Orientation Tour ,TOU999JU030,SU-f,F,JU,NS,
"erd but, it's cool.   is that",like,writing here?   yeah that's wri, Freshman Orientation Tour ,TOU999JU030,SU-m,M,JU,NS,
ithout any kind of  prerequisite and those  we won't count. so any_ i- it looks,like,"you'll have a ton of, choices here any of those have at least, a one-oh-one or one-oh-two ", Economics Office Hours ,OFC280SU109,S2,F,JF,NS,
"the conquests that he described the reasons, uh why Rome needs him, and then the conclusion, um it's",like,a good essay we've written our several paragraphs and now in conclusion i'll tell you why i'm still , Sports and Daily Life in Ancient Rome Lecture ,LEL215SU150,S1,M,SF,NS,
's like many here that's why i could make oh okay i th- i thought the arrows were like the_ you know,like,the reaction arrows?   reaction, Biochemistry Study Group ,SGR175SU123,S2,M,SU,NS,
"  oh yeah i i understand. i um, my question is though i just wanna know",like,what what do you want me to do with it? do you want me to like redo it?   , Intro to Poetry Office Hours ,OFC300JU149,S3,M,JU,NS,
"just a rule. okay that i could learn, i l- basically i can memorize that okay. but if i didn't know,",like,"what integration, is based o- what it's about, which is something you need to um, you know, if i did", Objectivism Student Group ,SGR999MX115,S1,M,SG,NS,
" him in in denying rationalism. he's uh, he's primarily trying to deny that there's any sort of like",like,"truth that would be binding on both us, and on God  or simply  by virtue of our", Philosophy Colloquium ,COL475MX082,S6,M,UN,NS,
  everyone's  gonna be against his decision right here  and this makes it seem,like, everyone's pissed off at him   , Ethics Issues in Journalism Lecture ,LES220SU140,S2,F,SU,NS,
"s, considered external D-N-A. right? and it it'll work for like a couple replications but after that",like,", it's gonna attack it and like it's gonna attack that D-N-A and it's gonna like send it right out. ", Intro Biology Study Group ,SGR175MU126,S1,F,SU,NS,
"i don't know any statistics maybe, maybe some of my colleagues do but i would say a lot. i would say",like,half.   is that a third questio, Career Planning and Placement Workshop ,COL999MG053,S4,F,SF,NS,
"t'd be cool. i'll put you on the map.  um, and then, that's for",like,a half hour and there's gonna be this guy who i guess is graduating with us but he's like forty year, Senior Thesis Study Group ,SGR999SU146,S2,F,SU,NS,
"ass so like uh it was it was_ i just liked it it was a good class. and then uh, i needed to take uh,",like,in my requirement for art and design you need to take six credits of English. so right now i'm takin, Intro to Poetry Office Hours ,OFC300JU149,S3,M,JU,NS,
this is why it's so confusing and it's so hard and you can hide things in these numbers but it's not,like,",  people are necessarily trying to hide things in these numb", Politics of Higher Education ,SEM495SU111,S1,F,SF,NS,
h.   like just like i pretend,like,he's not here   ye, Brazilian Studies Student Presentations ,STP545JU091,SU-f,F,JU,NS,
"t whole, like um, commercializing of, the um, the train, to to work everyday or something like this.",like,pushing people out and and making this railway system work kinda (xx)   , Graduate French Cinema Seminar ,SEM545MG083,S6,M,JG,NNS,
"  you're getting actually one N- Nusselt number for the whole thing, averaging",like,"this. right?   yeah, i th- oh ", Heat and Mass Transfer Office Hours ,OFC195SU116,S1,M,JG,NRN,
